266,34,40,70,11,0,24,130,13,51,-9,24,113,13,-30,24,97,72,1599,0,-1,-1,12,10118,10150,24,10077,1,61,2,83,11,3,72,92,5,46,16,20
283,10,20,30,9,10,4,60,10,88,16,5,143,16,5,6,17,12,1306,0,-1,-1,17,10172,10189,24,10163,3,1,4,62,13,7,80,97,5,54,13,19
103,44,45,80,13,10,1,130,14,205,137,4,261,13,115,6,104,69,2202,0,0,0,1,10181,10193,6,10169,17,56,1,81,14,2,49,84,1,22,14,40
300,25,32,60,18,0,1,90,17,140,89,24,200,17,79,24,50,30,1718,0,0,0,1,10272,10301,1,10247,17,63,6,80,8,6,72,88,3,54,8,28
328,27,29,50,12,0,4,100,13,117,20,4,193,15,-1,6,121,73,2594,0,0,0,1,10282,10293,22,10271,1,62,5,83,15,2,70,95,5,44,14,40
267,9,15,30,13,0,5,60,11,132,49,3,196,17,26,6,92,56,2221,0,0,0,1,10277,10288,1,10264,18,50,5,75,14,3,69,95,3,38,17,35
74,20,23,50,22,10,1,70,13,198,93,4,263,17,77,6,152,92,2760,0,0,0,1,10249,10268,1,10229,18,59,4,76,15,0,59,90,4,36,14,50
74,20,23,50,22,10,1,70,13,198,93,4,263,17,77,6,152,92,2760,0,0,0,1,10249,10268,1,10229,18,59,4,76,15,0,59,90,4,36,14,50
109,33,35,60,14,20,5,100,15,219,135,4,281,15,118,6,147,88,2874,0,0,0,1,10226,10236,8,10215,18,59,3,83,20,0,53,87,3,31,14,54
109,33,35,60,14,20,5,100,15,219,135,4,281,15,118,6,147,88,2874,0,0,0,1,10226,10236,8,10215,18,59,3,83,20,0,53,87,3,31,14,54
133,36,37,50,7,20,3,100,14,230,164,5,293,13,149,6,152,91,2966,0,0,0,1,10241,10247,9,10229,1,75,4,83,20,0,51,70,4,29,15,57
133,36,37,50,7,20,3,100,14,230,164,5,293,13,149,6,152,91,2966,0,0,0,1,10241,10247,9,10229,1,75,4,83,20,0,51,70,4,29,15,57
129,8,24,50,23,10,6,80,12,251,172,3,316,16,136,6,142,85,2789,0,0,0,1,10193,10210,5,10173,24,69,24,82,2,1,52,72,24,34,15,55
129,8,24,50,23,10,6,80,12,251,172,3,316,16,136,6,142,85,2789,0,0,0,1,10193,10210,5,10173,24,69,24,82,2,1,52,72,24,34,15,55
3,37,40,60,14,20,8,110,1,178,129,24,227,11,128,24,18,11,1326,20,17,6,24,10184,10191,10,10174,5,56,2,70,13,7,79,92,24,63,13,23
310,18,26,40,4,10,10,70,15,132,118,24,154,14,117,24,0,0,445,11,33,24,2,10184,10197,23,10175,5,27,9,65,17,8,92,95,8,88,14,7
310,18,26,40,4,10,10,70,15,132,118,24,154,14,117,24,0,0,445,11,33,24,2,10184,10197,23,10175,5,27,9,65,17,8,92,95,8,88,14,7
297,17,20,30,7,0,22,80,13,129,94,22,178,14,67,24,36,22,1750,3,3,3,7,10192,10199,7,10184,18,28,6,82,11,7,75,94,6,42,13,28
311,13,21,30,7,10,1,70,11,167,90,2,235,16,84,6,140,84,2908,0,0,0,1,10193,10204,11,10181,18,62,24,82,11,2,63,93,1,32,15,50
311,13,21,30,7,10,1,70,11,167,90,2,235,16,84,6,140,84,2908,0,0,0,1,10193,10204,11,10181,18,62,24,82,11,2,63,93,1,32,15,50
311,13,21,30,7,10,1,70,11,167,90,2,235,16,84,6,140,84,2908,0,0,0,1,10193,10204,11,10181,18,62,24,82,11,2,63,93,1,32,15,50
311,13,21,30,7,10,1,70,11,167,90,2,235,16,84,6,140,84,2908,0,0,0,1,10193,10204,11,10181,18,62,24,82,11,2,63,93,1,32,15,50
164,18,23,40,11,10,3,90,14,208,107,1,283,17,96,6,85,51,2314,0,0,0,1,10144,10179,1,10113,19,61,1,82,18,2,63,89,1,41,17,43
164,18,23,40,11,10,3,90,14,208,107,1,283,17,96,6,85,51,2314,0,0,0,1,10144,10179,1,10113,19,61,1,82,18,2,63,89,1,41,17,43
164,18,23,40,11,10,3,90,14,208,107,1,283,17,96,6,85,51,2314,0,0,0,1,10144,10179,1,10113,19,61,1,82,18,2,63,89,1,41,17,43
164,18,23,40,11,10,3,90,14,208,107,1,283,17,96,6,85,51,2314,0,0,0,1,10144,10179,1,10113,19,61,1,82,18,2,63,89,1,41,17,43
164,18,23,40,11,10,3,90,14,208,107,1,283,17,96,6,85,51,2314,0,0,0,1,10144,10179,1,10113,19,61,1,82,18,2,63,89,1,41,17,43
241,30,38,70,12,10,1,100,12,203,146,2,249,12,131,6,83,50,2136,0,0,0,1,10119,10149,22,10097,6,58,3,75,23,5,71,90,4,50,13,39
234,33,36,60,9,10,3,100,10,189,147,3,228,15,112,24,74,44,1990,0,-1,-1,5,10144,10156,12,10125,24,56,4,82,9,6,68,87,3,53,13,36
217,57,59,80,15,40,1,130,14,161,126,24,191,18,117,24,9,5,634,5,2,2,10,10109,10123,1,10086,19,56,10,82,21,7,74,87,10,64,21,11
218,14,25,40,9,10,17,90,10,157,116,4,198,15,78,24,48,29,1651,0,0,0,1,10185,10195,13,10163,1,67,5,81,14,6,67,85,4,49,17,28
5,37,42,90,18,10,1,210,18,181,111,4,228,10,92,6,13,8,874,19,111,86,19,10113,10137,1,10091,19,56,24,77,15,6,78,93,24,61,7,15
227,47,50,80,12,10,3,150,15,161,129,24,190,11,130,24,0,0,503,0,0,0,1,10126,10178,24,10092,3,15,6,70,17,8,89,96,4,81,12,9
25,20,21,50,19,0,4,70,19,154,77,3,216,14,51,6,70,42,2295,0,0,0,1,10215,10229,23,10208,16,57,5,83,15,4,69,96,3,45,13,38
89,19,23,40,1,10,17,70,1,206,127,4,275,14,114,6,93,56,2175,0,0,0,1,10242,10255,23,10236,1,63,4,76,16,1,64,84,3,39,14,40
89,19,23,40,1,10,17,70,1,206,127,4,275,14,114,6,93,56,2175,0,0,0,1,10242,10255,23,10236,1,63,4,76,16,1,64,84,3,39,14,40
105,35,37,60,15,20,2,110,16,241,175,4,302,14,163,6,149,89,2868,0,0,0,1,10213,10230,6,10193,19,71,4,83,14,0,49,77,4,31,14,56
103,39,40,60,10,20,21,110,12,239,169,4,298,14,160,6,153,92,2946,0,0,0,1,10177,10196,1,10162,17,80,14,83,1,0,44,64,4,27,13,57
103,39,40,60,10,20,21,110,12,239,169,4,298,14,160,6,153,92,2946,0,0,0,1,10177,10196,1,10162,17,80,14,83,1,0,44,64,4,27,13,57
103,39,40,60,10,20,21,110,12,239,169,4,298,14,160,6,153,92,2946,0,0,0,1,10177,10196,1,10162,17,80,14,83,1,0,44,64,4,27,13,57
273,19,26,50,19,10,2,100,14,220,174,3,282,15,171,6,73,44,2085,12,83,31,21,10162,10172,20,10150,2,24,24,81,16,5,75,95,23,41,16,39
273,19,26,50,19,10,2,100,14,220,174,3,282,15,171,6,73,44,2085,12,83,31,21,10162,10172,20,10150,2,24,24,81,16,5,75,95,23,41,16,39
273,19,26,50,19,10,2,100,14,220,174,3,282,15,171,6,73,44,2085,12,83,31,21,10162,10172,20,10150,2,24,24,81,16,5,75,95,23,41,16,39
81,36,38,50,15,20,22,100,15,226,143,4,297,16,130,6,151,93,2778,0,0,0,1,10278,10296,1,10260,17,80,1,84,3,0,47,67,1,33,14,53
294,16,27,50,17,10,1,90,12,251,182,1,322,16,161,6,126,78,2541,0,0,0,1,10198,10205,9,10193,2,59,23,80,15,0,59,80,4,31,16,50
338,45,46,80,17,30,1,120,17,198,164,24,253,13,161,24,82,54,1817,0,-1,-1,15,10176,10195,22,10151,1,56,24,82,14,5,80,95,3,57,13,33
336,42,42,70,16,10,23,110,15,193,143,24,251,15,135,24,74,49,1619,0,0,0,1,10190,10195,8,10181,16,1,24,83,18,4,79,99,24,53,18,29
291,25,25,50,13,0,3,80,12,173,131,5,217,11,118,6,18,14,900,0,0,0,1,10104,10120,20,10086,1,1,7,57,11,6,86,99,7,75,12,16
56,26,29,50,24,10,2,90,20,90,22,1,148,17,9,6,44,34,1234,7,18,18,20,10129,10162,24,10113,3,1,7,65,18,3,87,100,2,62,17,18
269,35,37,60,9,10,22,110,10,97,45,23,154,15,22,24,43,32,1178,0,0,0,1,10183,10194,23,10173,5,58,6,81,16,5,76,94,24,59,14,17
76,29,30,40,11,20,2,80,13,193,118,6,271,14,106,6,116,84,2000,0,0,0,1,10212,10222,24,10202,1,68,4,80,10,0,54,79,3,31,14,36
68,64,64,90,11,40,3,130,9,130,49,5,200,14,32,6,131,88,2550,0,0,0,1,10175,10186,9,10160,18,74,10,84,1,0,43,73,24,21,13,40
37,38,40,60,15,20,2,100,14,143,70,4,218,14,63,6,115,77,2330,0,0,0,1,10143,10159,8,10124,18,25,4,83,19,2,63,97,4,29,14,38
36,56,58,90,18,20,6,150,18,160,94,5,240,14,79,6,112,74,2292,0,0,0,1,10116,10128,23,10098,16,60,24,82,15,1,55,89,24,27,13,39
240,35,38,60,13,0,4,100,10,120,17,4,189,13,7,6,39,26,1751,9,2,1,21,10161,10185,8,10127,24,1,5,79,14,6,74,100,6,41,13,27
226,56,59,90,14,30,1,160,15,130,101,1,174,16,99,6,55,35,1208,47,53,15,2,10059,10094,22,10018,3,50,2,76,18,6,83,97,2,63,15,19
199,40,42,70,14,10,1,120,14,157,44,1,222,17,30,6,59,37,1930,0,-1,-1,23,10137,10176,1,10102,24,36,6,80,15,5,80,95,1,64,14,32
231,39,43,70,12,0,23,120,10,140,67,24,186,15,36,24,107,67,2276,16,10,6,2,10133,10163,24,10099,1,58,5,73,11,4,70,96,4,42,14,37
27,34,32,50,10,10,1,90,11,181,105,5,237,14,69,6,100,61,2279,0,0,0,1,10232,10241,21,10217,1,50,5,82,13,1,67,94,24,41,14,40
34,35,36,50,14,10,2,90,13,181,117,5,237,13,76,6,94,57,2383,0,0,0,1,10217,10223,7,10210,17,50,4,80,11,3,74,97,4,50,12,42
93,19,35,60,19,10,24,170,19,236,174,24,315,13,162,24,88,53,2367,18,70,45,19,10150,10167,21,10134,15,7,23,80,17,3,71,99,24,37,15,46
115,26,31,40,8,20,1,80,17,198,130,1,260,16,121,6,45,27,1750,12,65,64,21,10039,10067,1,10015,24,24,3,80,17,7,78,97,22,49,11,32
260,15,30,50,8,10,3,100,9,195,142,23,229,15,126,24,67,40,1717,14,7,4,4,10126,10150,23,10092,6,42,5,82,19,5,75,94,5,50,16,31
210,52,53,70,7,30,24,120,7,144,121,2,159,19,112,6,0,0,690,52,52,14,20,10098,10111,1,10085,17,56,24,75,1,7,88,98,24,78,9,11
226,30,35,60,9,10,19,100,9,162,140,1,190,12,138,6,36,22,1197,12,10,8,5,10130,10149,13,10110,1,42,4,82,9,7,83,98,1,64,9,20
212,37,41,70,16,20,1,110,14,168,142,14,203,13,135,18,57,34,1643,22,133,64,14,10050,10056,21,10044,13,56,3,80,13,7,86,97,3,68,13,28
232,69,72,100,13,50,1,180,13,145,126,1,160,17,125,6,0,0,412,61,66,17,2,10066,10098,22,10037,6,50,1,75,11,8,86,97,1,75,14,7
321,12,22,40,1,0,22,110,12,149,99,24,197,12,75,24,61,37,1944,4,8,8,13,10125,10136,1,10119,17,65,1,83,17,6,75,96,24,51,17,32
109,31,37,60,22,10,1,110,20,154,88,3,203,12,78,6,16,10,899,70,73,32,20,10021,10096,1,9953,20,1,3,80,12,6,88,98,1,67,12,15
275,32,58,100,13,20,21,180,10,154,124,24,194,14,110,24,49,31,1382,38,26,14,6,10021,10121,24,9912,6,40,9,80,13,6,84,97,6,60,14,23
223,39,41,70,10,10,4,120,11,172,123,1,220,15,106,6,95,60,2187,0,0,0,1,10133,10145,12,10121,1,14,3,81,13,4,79,99,3,53,15,38
203,42,45,70,11,10,1,170,20,177,148,3,218,14,144,6,15,9,1127,32,98,71,20,10088,10119,1,10052,19,21,20,80,13,8,84,96,20,68,10,20
232,59,61,90,11,30,19,150,11,171,138,23,212,14,114,24,74,47,1792,0,0,0,1,10112,10133,15,10066,1,62,5,80,14,5,76,90,5,57,15,31
292,26,28,50,13,10,4,80,11,135,75,5,195,16,40,6,93,60,2087,0,0,0,1,10199,10207,12,10192,1,0,0,0,0,0,78,97,3,55,16,33
341,43,44,50,1,20,23,80,2,169,112,24,208,14,106,24,6,4,980,0,0,0,1,10153,10167,21,10142,4,58,5,70,18,7,89,97,24,80,14,17
217,31,34,60,11,10,1,110,13,170,134,5,217,14,129,6,61,41,1612,0,0,0,1,10108,10124,22,10083,2,11,2,82,16,6,81,99,1,54,14,28
59,54,64,100,8,30,19,160,7,174,154,22,203,13,146,24,51,36,1215,12,4,3,7,10069,10112,23,10023,1,57,6,75,11,6,82,95,1,71,15,21
102,18,22,30,2,10,20,60,8,173,142,23,226,16,130,24,50,35,1117,21,16,9,6,10141,10182,24,10108,1,40,10,80,15,6,87,97,6,65,15,19
257,17,23,40,11,10,1,80,10,180,122,24,238,15,104,24,96,68,1886,0,0,0,1,10271,10282,9,10260,1,0,5,76,17,4,85,100,5,59,14,33
242,25,30,50,11,10,17,80,11,115,65,24,155,14,47,24,10,9,562,0,0,0,1,10219,10260,23,10155,1,23,23,75,12,7,91,97,1,76,15,9
219,61,71,90,1,50,18,160,1,88,61,7,125,15,57,6,50,39,1061,8,5,5,2,10112,10151,12,10034,1,61,2,82,17,7,73,93,2,54,16,15
92,35,37,50,11,20,5,100,14,148,84,5,208,14,61,24,134,89,2490,0,0,0,1,10250,10258,24,10236,17,71,4,83,15,0,52,75,5,32,16,41
79,39,43,60,8,10,1,130,12,192,112,3,260,14,73,6,125,81,2539,0,0,0,1,10181,10192,8,10170,17,79,8,83,1,1,46,67,3,24,12,46
50,61,62,80,17,50,1,120,11,135,118,23,158,16,115,24,3,2,912,23,15,8,8,10123,10131,1,10119,5,57,1,67,12,8,89,95,1,83,14,15
303,34,37,70,16,0,5,110,16,168,99,24,238,11,83,24,114,69,2375,0,0,0,1,10208,10223,1,10197,17,65,1,82,17,2,71,95,5,51,10,41
72,30,30,50,7,10,1,80,7,159,79,4,218,15,67,6,118,70,2771,0,0,0,1,10188,10214,6,10152,24,65,1,83,19,4,61,93,4,38,15,47
237,27,41,80,15,10,8,150,16,175,125,3,240,14,118,6,58,35,1693,0,0,0,1,10147,10183,24,10130,6,68,12,82,14,6,62,71,23,44,14,29
220,16,25,40,8,10,2,80,10,174,143,24,215,8,141,24,8,5,639,75,53,10,15,10106,10137,24,10072,3,27,21,69,8,8,91,96,23,82,8,11
228,48,51,70,8,30,21,140,14,155,125,23,194,14,119,24,31,19,969,61,178,55,14,10071,10097,24,10054,13,40,5,75,18,7,90,96,5,78,18,16
100,8,11,30,16,0,1,50,16,168,130,23,206,15,108,24,23,14,944,0,-1,-1,3,10252,10261,8,10240,23,50,24,80,18,6,84,96,4,69,18,16
82,12,24,60,19,10,5,160,19,220,174,24,292,14,170,24,40,25,1656,28,117,95,19,10143,10169,24,10123,2,11,19,81,14,7,80,98,20,52,13,31
244,10,27,50,10,10,18,80,10,215,168,22,248,9,152,24,67,43,1514,14,29,26,11,10155,10189,23,10120,3,50,11,82,16,4,77,92,11,58,17,28
260,25,33,50,8,10,24,100,14,139,90,3,192,15,74,6,71,50,1545,6,7,7,5,10116,10133,23,10106,6,25,3,83,14,5,82,99,2,54,16,25
238,68,70,90,7,30,19,170,10,115,79,23,149,10,74,24,42,36,690,86,81,16,10,9959,9990,23,9926,9,57,2,80,13,7,87,95,2,69,13,10
192,21,24,50,12,10,1,90,13,107,52,1,157,14,33,6,72,65,1012,0,0,0,1,10317,10343,1,10292,24,57,23,74,15,2,83,97,1,61,15,15
130,18,21,30,12,10,1,50,11,98,68,24,129,13,56,24,24,26,394,0,0,0,1,10152,10161,11,10143,24,5,1,56,21,6,92,99,2,79,13,6
246,18,23,40,6,10,1,80,9,2,-18,1,23,17,-33,24,0,0,58,56,37,10,13,10139,10172,1,10116,14,1,2,63,19,7,99,100,1,97,15,1
273,24,29,50,1,10,20,80,1,48,-11,22,84,14,-35,24,16,15,459,0,0,0,1,10139,10167,21,10090,1,6,5,75,15,6,89,99,5,71,15,6
45,14,24,40,16,0,4,70,16,65,-28,5,150,15,-51,6,102,79,1708,0,0,0,1,10239,10252,7,10227,16,50,24,82,14,0,72,94,6,42,13,23
117,30,32,50,13,20,1,90,14,133,52,6,195,14,38,6,77,58,1594,0,0,0,1,10132,10198,1,10075,24,44,20,65,1,3,67,89,6,47,15,25
80,28,32,60,13,0,21,90,13,116,67,5,178,15,14,24,83,59,1668,0,0,0,1,10224,10246,23,10197,1,57,23,69,2,2,72,91,22,51,15,25
163,19,31,50,6,10,20,90,13,97,27,24,135,9,10,24,22,15,766,34,20,17,12,10031,10068,24,10004,4,21,21,75,1,6,86,98,24,71,1,11
85,45,46,60,12,30,5,100,14,164,130,5,214,14,121,6,54,35,1967,17,14,10,24,10084,10124,1,10049,24,44,24,83,2,7,58,96,24,48,10,33
177,18,32,50,12,20,13,120,20,135,90,24,190,11,81,24,7,4,644,87,93,33,12,10056,10093,24,10040,3,25,7,65,21,7,92,97,6,74,11,10
269,5,27,40,8,10,1,80,12,149,63,4,208,15,42,6,99,62,2302,0,0,0,1,10205,10226,8,10171,24,65,1,82,19,4,64,95,4,42,12,38
269,5,27,40,8,10,1,80,12,149,63,4,208,15,42,6,99,62,2302,0,0,0,1,10205,10226,8,10171,24,65,1,82,19,4,64,95,4,42,12,38
283,24,33,70,13,10,1,160,11,121,41,4,186,13,19,6,110,69,2169,1,5,5,11,10163,10200,24,10138,4,50,6,83,12,4,72,95,2,45,17,33
283,24,33,70,13,10,1,160,11,121,41,4,186,13,19,6,110,69,2169,1,5,5,11,10163,10200,24,10138,4,50,6,83,12,4,72,95,2,45,17,33
299,35,45,70,11,0,24,130,14,147,73,24,194,13,31,24,59,36,1747,7,5,3,2,10272,10325,24,10216,1,24,3,83,14,5,77,97,3,54,13,29
39,36,36,60,17,0,1,100,17,145,39,4,218,15,6,6,150,92,2979,0,0,0,1,10319,10339,8,10297,24,65,1,83,9,0,59,97,4,29,14,49
338,49,50,80,13,10,24,140,13,159,91,24,238,13,61,24,126,77,2886,0,0,0,1,10212,10221,6,10204,24,57,2,82,18,2,65,95,2,36,13,49
298,35,37,60,9,0,22,120,13,124,42,24,187,15,21,24,128,77,2508,0,0,0,1,10204,10225,23,10186,2,29,4,83,10,2,69,98,5,42,13,39
139,5,15,20,9,10,1,60,11,142,20,3,219,15,0,6,112,67,2587,0,0,0,1,10213,10224,7,10197,24,1,4,83,20,4,67,99,4,40,13,42
210,15,23,40,12,10,20,80,13,159,107,24,198,18,84,24,27,16,975,51,77,24,10,10177,10194,1,10167,18,43,10,75,7,7,85,96,11,71,7,16
324,8,26,50,2,10,22,110,2,139,89,23,188,17,59,24,41,25,1110,19,62,48,2,10214,10264,22,10161,2,50,3,83,18,6,84,97,4,63,17,18
42,55,56,70,12,40,2,120,12,186,107,3,255,14,94,6,133,79,2696,0,0,0,1,10208,10250,1,10170,24,57,5,83,13,1,64,95,5,40,15,48
340,20,22,50,18,10,1,70,18,204,147,2,267,13,137,6,72,43,1827,0,-1,-1,14,10183,10201,22,10167,2,0,2,81,17,4,82,99,2,58,11,34
340,20,22,50,18,10,1,70,18,204,147,2,267,13,137,6,72,43,1827,0,-1,-1,14,10183,10201,22,10167,2,0,2,81,17,4,82,99,2,58,11,34
50,34,34,50,1,10,3,80,2,240,170,4,307,16,160,6,123,74,2498,0,0,0,1,10180,10210,1,10145,24,67,6,83,16,1,65,82,5,41,16,49
206,9,33,60,13,20,3,120,13,222,156,24,309,12,132,24,82,49,1685,15,17,12,13,10128,10144,1,10108,12,56,14,83,19,4,73,92,14,49,11,32
300,21,31,50,11,10,22,120,13,200,128,24,260,15,111,24,125,75,2650,0,0,0,1,10130,10135,1,10122,17,60,6,83,18,2,70,93,5,45,14,48
300,21,31,50,11,10,22,120,13,200,128,24,260,15,111,24,125,75,2650,0,0,0,1,10130,10135,1,10122,17,60,6,83,18,2,70,93,5,45,14,48
157,12,23,60,18,10,1,130,18,203,116,2,277,14,96,6,84,51,2198,10,62,61,18,10102,10126,1,10075,17,59,23,82,12,4,70,93,24,41,14,40
228,28,33,60,10,10,21,150,19,178,128,22,235,13,114,24,74,45,1926,10,132,131,19,10074,10090,1,10055,18,21,21,83,17,5,77,99,20,51,17,34
260,43,48,70,8,20,19,130,16,134,106,1,160,16,98,6,8,5,722,60,83,21,12,10125,10153,21,10102,7,46,10,80,17,8,87,96,10,68,17,12
255,27,33,70,14,10,3,110,13,163,118,4,211,14,112,6,65,40,1912,0,-1,-1,3,10137,10149,1,10125,24,56,20,83,18,7,73,95,3,43,15,32
255,27,33,70,14,10,3,110,13,163,118,4,211,14,112,6,65,40,1912,0,-1,-1,3,10137,10149,1,10125,24,56,20,83,18,7,73,95,3,43,15,32
206,25,33,70,17,20,1,120,17,167,119,24,211,17,98,24,40,24,936,57,66,27,6,10094,10119,1,10075,13,50,6,83,17,6,89,97,6,61,18,16
206,25,33,70,17,20,1,120,17,167,119,24,211,17,98,24,40,24,936,57,66,27,6,10094,10119,1,10075,13,50,6,83,17,6,89,97,6,61,18,16
226,10,23,50,13,10,1,90,12,194,114,4,251,16,99,6,87,53,2233,2,1,1,7,10108,10123,24,10091,3,69,10,83,19,3,70,89,3,47,15,40
226,10,23,50,13,10,1,90,12,194,114,4,251,16,99,6,87,53,2233,2,1,1,7,10108,10123,24,10091,3,69,10,83,19,3,70,89,3,47,15,40
226,10,23,50,13,10,1,90,12,194,114,4,251,16,99,6,87,53,2233,2,1,1,7,10108,10123,24,10091,3,69,10,83,19,3,70,89,3,47,15,40
223,40,43,90,13,10,1,140,10,199,146,3,241,15,119,24,120,74,2475,0,0,0,1,10160,10200,24,10123,1,59,3,83,16,4,67,94,3,44,15,45
223,40,43,90,13,10,1,140,10,199,146,3,241,15,119,24,120,74,2475,0,0,0,1,10160,10200,24,10123,1,59,3,83,16,4,67,94,3,44,15,45
172,20,31,40,9,10,3,90,12,202,126,4,256,15,96,6,132,81,2622,0,0,0,1,10191,10219,10,10122,24,63,15,83,19,2,61,85,1,43,16,48
172,20,31,40,9,10,3,90,12,202,126,4,256,15,96,6,132,81,2622,0,0,0,1,10191,10219,10,10122,24,63,15,83,19,2,61,85,1,43,16,48
172,20,31,40,9,10,3,90,12,202,126,4,256,15,96,6,132,81,2622,0,0,0,1,10191,10219,10,10122,24,63,15,83,19,2,61,85,1,43,16,48
223,39,43,80,16,20,5,130,15,157,120,1,200,15,102,6,52,32,1699,22,76,52,12,10121,10137,20,10105,5,58,10,83,17,6,82,96,4,60,15,28
213,20,23,40,14,10,2,80,16,164,142,23,197,17,126,24,21,13,845,45,75,24,10,10050,10094,24,10021,2,33,3,75,14,7,90,99,1,74,14,14
265,36,44,70,10,10,20,130,10,159,96,24,217,14,66,24,96,60,1934,6,17,17,2,10200,10237,22,10148,1,60,6,83,15,3,78,97,4,53,13,33
265,36,44,70,10,10,20,130,10,159,96,24,217,14,66,24,96,60,1934,6,17,17,2,10200,10237,22,10148,1,60,6,83,15,3,78,97,4,53,13,33
196,24,30,50,9,10,1,90,10,182,96,1,237,17,67,6,89,56,2308,0,-1,-1,22,10193,10231,1,10143,24,65,1,83,9,4,66,94,1,43,13,41
196,24,30,50,9,10,1,90,10,182,96,1,237,17,67,6,89,56,2308,0,-1,-1,22,10193,10231,1,10143,24,65,1,83,9,4,66,94,1,43,13,41
196,24,30,50,9,10,1,90,10,182,96,1,237,17,67,6,89,56,2308,0,-1,-1,22,10193,10231,1,10143,24,65,1,83,9,4,66,94,1,43,13,41
156,14,20,30,8,10,2,60,14,160,86,4,216,15,60,6,73,47,1758,0,0,0,1,10222,10242,8,10185,24,57,5,83,13,2,69,99,3,45,14,30
332,27,30,40,11,20,3,70,15,181,164,24,195,16,161,24,0,0,569,0,0,0,1,10198,10205,21,10187,2,57,1,75,12,8,83,90,3,77,12,10
10,18,20,40,17,0,24,60,10,180,141,24,216,17,119,24,20,13,1203,0,0,0,1,10185,10198,1,10170,19,11,24,80,10,7,82,97,24,67,14,21
235,57,59,90,12,20,1,160,11,164,103,23,211,12,101,24,65,47,1433,26,104,36,21,10115,10148,22,10096,5,37,7,82,13,7,73,95,1,42,13,24
224,31,35,60,10,10,19,110,10,141,111,20,180,17,93,24,51,37,970,14,4,2,3,10194,10204,13,10185,4,61,4,83,16,5,80,95,4,60,17,16
49,51,52,70,1,30,18,120,5,146,132,1,162,16,130,6,0,0,338,76,68,16,5,10190,10198,22,10181,4,58,1,70,19,8,93,96,2,87,17,6
160,16,19,30,10,10,1,60,11,101,39,3,150,14,15,6,46,45,709,0,0,0,1,10115,10146,24,10076,1,1,1,72,14,6,91,100,1,73,14,10
234,49,50,90,12,20,20,150,12,87,61,20,126,13,42,24,33,26,890,8,8,5,3,10072,10088,8,10051,24,30,3,83,13,7,82,96,4,54,13,13
177,18,33,50,4,20,17,80,18,137,74,6,198,14,59,6,73,55,1506,20,3,1,22,10174,10204,24,10163,3,58,24,83,1,4,61,90,24,40,14,24
175,4,12,20,8,0,3,50,9,72,-36,5,172,16,-61,6,132,94,2284,0,0,0,1,10217,10258,1,10176,24,58,6,83,18,0,64,94,2,26,16,31
12,29,30,50,13,10,1,80,13,86,40,24,120,17,20,24,19,12,892,0,0,0,1,10104,10111,1,10093,17,32,4,75,14,7,85,98,5,72,16,13
